Game,Opponent,Opponent Division,Opponent Pitcher,Opponent Pitcher Hand,Home v Away,Stadium,Game Start,Temperature ,Game Conditions,HP Umpire,Inning,At Bat #,Pitch,Pitch Type,Pitch Speed,Times seen pitch in at bat,Times seen pitch in game,pre-pitch balls,pre-pitch strikes,Result,Location,First At Bat,Second At Bat,Third At Bat,Fourth At Bat,Faced Team Before?,AL East?,Faced Pitcher Before?,How Many Times?,40-50 Deg,50-60 Deg,60-70 Deg,70-80 Deg,80+ Deg,Ball In Play,>4 Pitches,>5 Pitches,>6 Pitches,>7 Pitches,CY Young P,2021 All Star P,Late Game,Extra Innings,PP FB,PP Cut,PP Change,PP Curve,PP Slider,PP Sinker,PP Splitter,PP Knuckle Cv,,,,,,,,,,
30,Rays,AL East,C. McHugh,Right,Home,TD Ballpark,Afternoon,85,Sunny,J. Valentine,7,3,4,Fastball,91.8,0,0,1,2,Swinging strike out,,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,
30,Rays,AL East,R. Thompson,Right,Home,TD Ballpark,Afternoon,85,Sunny,J. Valentine,8,4,1,Sinker,91,0,0,0,0,Called Strike,,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,
30,Rays,AL East,R. Thompson,Right,Home,TD Ballpark,Afternoon,85,Sunny,J. Valentine,8,4,2,Sinker,90.7,1,1,0,1,Single,Left field,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,
30,Rays,AL East,J. Springs,Left,Home,TD Ballpark,Afternoon,85,Sunny,J. Valentine,10,5,1,Sinker,92.7,0,0,0,0,Called Strike,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,,,,,,,,,,
30,Rays,AL East,J. Springs,Left,Home,TD Ballpark,Afternoon,85,Sunny,J. Valentine,10,5,2,Sinker,92.2,1,1,0,1,Fly Out,Right field,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,,,,,,,,,,
31,Yankees,AL East,C. Kluber,Right,Away,Yankee Stadium,Night,67,Partly Cloudy,A. Johnson,1,1,1,Cutter,88.2,0,0,0,0,Ball,,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
31,Yankees,AL East,C. Kluber,Right,Away,Yankee Stadium,Night,67,Partly Cloudy,A. Johnson,1,1,2,Sinker,91.7,0,0,1,0,Foul,,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,
31,Yankees,AL East,C. Kluber,Right,Away,Yankee Stadium,Night,67,Partly Cloudy,A. Johnson,1,1,3,Cutter,86.9,1,1,1,1,Ball,,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,
31,Yankees,AL East,C. Kluber,Right,Away,Yankee Stadium,Night,67,Partly Cloudy,A. Johnson,1,1,4,Changeup,85.8,0,0,2,1,Ball,,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,
31,Yankees,AL East,C. Kluber,Right,Away,Yankee Stadium,Night,67,Partly Cloudy,A. Johnson,1,1,5,Sinker,90.8,1,1,3,1,Walk,,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,
31,Yankees,AL East,C. Kluber,Right,Away,Yankee Stadium,Night,67,Partly Cloudy,A. Johnson,3,2,1,Curveball,82,0,0,0,0,Swinging strike,,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,
31,Yankees,AL East,C. Kluber,Right,Away,Yankee Stadium,Night,67,Partly Cloudy,A. Johnson,3,2,2,Curveball,81.1,1,1,0,1,Foul,,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,
31,Yankees,AL East,C. Kluber,Right,Away,Yankee Stadium,Night,67,Partly Cloudy,A. Johnson,3,2,3,Curveball,80.8,2,2,0,2,Ball,,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,
31,Yankees,AL East,C. Kluber,Right,Away,Yankee Stadium,Night,67,Partly Cloudy,A. Johnson,3,2,4,Sinker,91.2,0,2,1,2,Ball,,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,
31,Yankees,AL East,C. Kluber,Right,Away,Yankee Stadium,Night,67,Partly Cloudy,A. Johnson,3,2,5,Sinker,90.3,1,3,2,2,Ball,,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,
31,Yankees,AL East,C. Kluber,Right,Away,Yankee Stadium,Night,67,Partly Cloudy,A. Johnson,3,2,6,Curveball,82.7,3,3,3,2,Swinging strike out,,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,
31,Yankees,AL East,M. King,Right,Away,Yankee Stadium,Night,67,Partly Cloudy,A. Johnson,5,3,1,Sinker,92.4,0,0,0,0,Single,Right field,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,
31,Yankees,AL East,L. Leutage,Left,Away,Yankee Stadium,Night,67,Partly Cloudy,A. Johnson,7,4,1,Cutter,87.9,0,0,0,0,Ball,,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,
31,Yankees,AL East,L. Leutage,Left,Away,Yankee Stadium,Night,67,Partly Cloudy,A. Johnson,7,4,2,Cutter,88.2,1,1,1,0,Fly Out,Right field,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,
31,Yankees,AL East,L. Cessa,Right,Away,Yankee Stadium,Night,67,Partly Cloudy,A. Johnson,8,5,1,Slider,80.9,0,0,0,0,Ball,,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,
31,Yankees,AL East,L. Cessa,Right,Away,Yankee Stadium,Night,67,Partly Cloudy,A. Johnson,8,5,2,Slider,80.6,1,1,1,0,Called Strike,,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,
31,Yankees,AL East,L. Cessa,Right,Away,Yankee Stadium,Night,67,Partly Cloudy,A. Johnson,8,5,3,Slider,81.2,2,2,1,1,Foul,,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,
31,Yankees,AL East,L. Cessa,Right,Away,Yankee Stadium,Night,67,Partly Cloudy,A. Johnson,8,5,4,Slider,81,3,3,1,2,Ball,,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,
31,Yankees,AL East,L. Cessa,Right,Away,Yankee Stadium,Night,67,Partly Cloudy,A. Johnson,8,5,5,Slider,81.8,4,4,2,2,Ball,,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,
31,Yankees,AL East,L. Cessa,Right,Away,Yankee Stadium,Night,67,Partly Cloudy,A. Johnson,8,5,6,Slider,81.2,5,5,3,2,Line out,Centre field,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,
32,Yankees,AL East,D. German,Right,Away,Yankee Stadium,Mid-Afternoon,81,Clear,S. Barber,2,1,1,Curveball,81,0,0,0,0,Called strike,,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
32,Yankees,AL East,D. German,Right,Away,Yankee Stadium,Mid-Afternoon,81,Clear,S. Barber,2,1,2,Changeup,85.8,0,0,0,1,Ball,,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,
32,Yankees,AL East,D. German,Right,Away,Yankee Stadium,Mid-Afternoon,81,Clear,S. Barber,2,1,3,Curveball,82.1,1,1,1,1,Ground out,Left field,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,
32,Yankees,AL East,D. German,Right,Away,Yankee Stadium,Mid-Afternoon,81,Clear,S. Barber,3,2,1,Curveball,80.8,0,2,0,0,Foul,,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,
32,Yankees,AL East,D. German,Right,Away,Yankee Stadium,Mid-Afternoon,81,Clear,S. Barber,3,2,2,Curveball,81.8,1,3,0,1,Swinging strike,,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,
32,Yankees,AL East,D. German,Right,Away,Yankee Stadium,Mid-Afternoon,81,Clear,S. Barber,3,2,3,Fastball,94.5,0,0,0,2,Swinging strike out,,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,
32,Yankees,AL East,D. German,Right,Away,Yankee Stadium,Mid-Afternoon,81,Clear,S. Barber,6,3,1,Sinker,91.9,0,0,0,0,Called strike,,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
32,Yankees,AL East,D. German,Right,Away,Yankee Stadium,Mid-Afternoon,81,Clear,S. Barber,6,3,2,Sinker,92.3,1,1,0,1,Called strike,,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,
32,Yankees,AL East,D. German,Right,Away,Yankee Stadium,Mid-Afternoon,81,Clear,S. Barber,6,3,3,Curveball,81.6,0,4,0,2,Ball,,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,
32,Yankees,AL East,D. German,Right,Away,Yankee Stadium,Mid-Afternoon,81,Clear,S. Barber,6,3,4,Curveball,81.3,1,5,1,2,Ball,,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,
32,Yankees,AL East,D. German,Right,Away,Yankee Stadium,Mid-Afternoon,81,Clear,S. Barber,6,3,5,Sinker,92.2,2,2,2,2,Swinging strike out,,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,
33,Yankees,AL East,J. Montgomery,Right,Away,Yankee Stadium,Night,79,Partly Cloudy,J. Tumpane,2,1,1,Sinker,92.5,0,0,0,0,Foul,,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
33,Yankees,AL East,J. Montgomery,Right,Away,Yankee Stadium,Night,79,Partly Cloudy,J. Tumpane,2,1,2,Changeup,82.9,0,0,0,1,Fly Out,Right field,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,
33,Yankees,AL East,J. Montgomery,Right,Away,Yankee Stadium,Night,79,Partly Cloudy,J. Tumpane,4,2,1,Cutter,85.3,0,0,0,0,Ball,,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,
33,Yankees,AL East,J. Montgomery,Right,Away,Yankee Stadium,Night,79,Partly Cloudy,J. Tumpane,4,2,2,Curveball,79.3,0,0,1,0,Single,Left field,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,
33,Yankees,AL East,J. Loaisiga,Right,Away,Yankee Stadium,Night,79,Partly Cloudy,J. Tumpane,6,3,1,Curveball,87.8,0,0,0,0,Ball,,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,
33,Yankees,AL East,J. Loaisiga,Right,Away,Yankee Stadium,Night,79,Partly Cloudy,J. Tumpane,6,3,2,Sinker,97.5,0,0,1,0,Called strike,,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,
33,Yankees,AL East,J. Loaisiga,Right,Away,Yankee Stadium,Night,79,Partly Cloudy,J. Tumpane,6,3,3,Sinker,98,1,1,1,1,Foul,,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,
33,Yankees,AL East,J. Loaisiga,Right,Away,Yankee Stadium,Night,79,Partly Cloudy,J. Tumpane,6,3,4,Curveball,87.3,1,1,1,2,Ball,,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,
33,Yankees,AL East,J. Loaisiga,Right,Away,Yankee Stadium,Night,79,Partly Cloudy,J. Tumpane,6,3,5,Curveball,87.3,2,2,2,2,Foul,,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,
33,Yankees,AL East,J. Loaisiga,Right,Away,Yankee Stadium,Night,79,Partly Cloudy,J. Tumpane,6,3,6,Changeup,90.6,0,0,2,2,Foul,,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,
33,Yankees,AL East,J. Loaisiga,Right,Away,Yankee Stadium,Night,79,Partly Cloudy,J. Tumpane,6,3,7,Sinker,98.6,2,2,2,2,Ground out,Right field,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,
34,Indians,AL Central,E. Morgan,Right,Away,Progressive Field,Night,50,Overcast,G. Morales,1,1,1,Fastball,89.5,0,0,0,0,Swinging strike,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
34,Indians,AL Central,E. Morgan,Right,Away,Progressive Field,Night,50,Overcast,G. Morales,1,1,2,Fastball,91.1,1,1,0,1,Foul,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
34,Indians,AL Central,E. Morgan,Right,Away,Progressive Field,Night,50,Overcast,G. Morales,1,1,3,Fastball,90,2,2,0,2,Ball,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
34,Indians,AL Central,E. Morgan,Right,Away,Progressive Field,Night,50,Overcast,G. Morales,1,1,4,Fastball,90.9,3,3,1,2,Ball,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
34,Indians,AL Central,E. Morgan,Right,Away,Progressive Field,Night,50,Overcast,G. Morales,1,1,5,Changeup,75,0,0,2,2,Fly Out,Right field,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
34,Indians,AL Central,E. Morgan,Right,Away,Progressive Field,Night,50,Overcast,G. Morales,3,2,1,Cutter,86,0,0,0,0,Foul,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,
34,Indians,AL Central,E. Morgan,Right,Away,Progressive Field,Night,50,Overcast,G. Morales,3,2,2,Changeup,74.3,0,1,0,1,Ball,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,
34,Indians,AL Central,E. Morgan,Right,Away,Progressive Field,Night,50,Overcast,G. Morales,3,2,3,Slider,83.8,0,0,1,1,Single,Right field,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,
34,Indians,AL Central,P. Maton,Right,Away,Progressive Field,Night,50,Overcast,G. Morales,5,3,1,Fastball,89.5,0,0,0,0,Ball,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,
34,Indians,AL Central,P. Maton,Right,Away,Progressive Field,Night,50,Overcast,G. Morales,5,3,2,Fastball,90.9,1,1,1,0,Called strike,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
34,Indians,AL Central,P. Maton,Right,Away,Progressive Field,Night,50,Overcast,G. Morales,5,3,3,Slider,81.5,0,0,1,1,Single,Right field,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
34,Indians,AL Central,T. Stephan,Right,Away,Progressive Field,Night,50,Overcast,G. Morales,6,4,1,Slider,80.6,0,0,0,0,Ball,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,
34,Indians,AL Central,T. Stephan,Right,Away,Progressive Field,Night,50,Overcast,G. Morales,6,4,2,Fastball,94,0,0,1,0,Swinging strike,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,
34,Indians,AL Central,T. Stephan,Right,Away,Progressive Field,Night,50,Overcast,G. Morales,6,4,3,Fastball,93.7,1,1,1,1,Swinging strike,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
34,Indians,AL Central,T. Stephan,Right,Away,Progressive Field,Night,50,Overcast,G. Morales,6,4,4,Slider,79.7,1,1,1,2,Foul,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
34,Indians,AL Central,T. Stephan,Right,Away,Progressive Field,Night,50,Overcast,G. Morales,6,4,5,Fastball,94.9,2,2,1,2,Called Strike out,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,
35,Indians,AL Central,A. Civale,Right,Away,Progressive Field,Afternoon,59,Sunny,D. Eddings,1,1,1,Sinker,92.1,0,0,0,0,Called strike,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
35,Indians,AL Central,A. Civale,Right,Away,Progressive Field,Afternoon,59,Sunny,D. Eddings,1,1,2,Slider,83.4,0,0,0,1,Ball,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,
35,Indians,AL Central,A. Civale,Right,Away,Progressive Field,Afternoon,59,Sunny,D. Eddings,1,1,3,Sinker,92,1,1,1,1,Ground out,Left field,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,
35,Indians,AL Central,A. Civale,Right,Away,Progressive Field,Afternoon,59,Sunny,D. Eddings,4,2,1,Slider,83.6,0,1,0,0,Home Run,Left field,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,
35,Indians,AL Central,A. Civale,Right,Away,Progressive Field,Afternoon,59,Sunny,D. Eddings,6,3,1,Splitter,84.6,0,0,0,0,Swinging strike,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,
35,Indians,AL Central,A. Civale,Right,Away,Progressive Field,Afternoon,59,Sunny,D. Eddings,6,3,2,Fastball,90.7,0,0,0,1,Line out,Left field,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,
35,Indians,AL Central,P. Maton,Right,Away,Progressive Field,Afternoon,59,Sunny,D. Eddings,7,4,1,Fastball,92.9,0,0,0,0,Foul,,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,
35,Indians,AL Central,P. Maton,Right,Away,Progressive Field,Afternoon,59,Sunny,D. Eddings,7,4,2,Fastball,91.5,1,1,0,1,Swinging strike,,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,
35,Indians,AL Central,P. Maton,Right,Away,Progressive Field,Afternoon,59,Sunny,D. Eddings,7,4,2,Fastball,91.9,2,2,0,2,Swinging strike out,,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,
36,Indians,AL Central,S. Hentges,Left,Away,Progressive Field,Mid-Afternoon,60,Clear,B. Miller,2,1,1,Slider,85.8,0,0,0,0,Called Strike,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
36,Indians,AL Central,S. Hentges,Left,Away,Progressive Field,Mid-Afternoon,60,Clear,B. Miller,2,1,2,Sinker,93.6,0,0,0,1,Ball,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,
36,Indians,AL Central,S. Hentges,Left,Away,Progressive Field,Mid-Afternoon,60,Clear,B. Miller,2,1,3,Fastball,93.5,0,0,1,1,Ball,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,
36,Indians,AL Central,S. Hentges,Left,Away,Progressive Field,Mid-Afternoon,60,Clear,B. Miller,2,1,4,Curveball,80.8,0,0,2,1,Called Strike,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
36,Indians,AL Central,S. Hentges,Left,Away,Progressive Field,Mid-Afternoon,60,Clear,B. Miller,2,1,5,Curveball,80.2,1,1,2,2,Swinging strike out,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,
36,Indians,AL Central,S. Hentges,Left,Away,Progressive Field,Mid-Afternoon,60,Clear,B. Miller,3,2,1,Curveball,78.4,0,2,0,0,Ball,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,
36,Indians,AL Central,S. Hentges,Left,Away,Progressive Field,Mid-Afternoon,60,Clear,B. Miller,3,2,2,Fastball,92.8,0,1,1,0,Ball,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,
36,Indians,AL Central,S. Hentges,Left,Away,Progressive Field,Mid-Afternoon,60,Clear,B. Miller,3,2,3,Fastball,93.6,1,2,2,0,Foul,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
36,Indians,AL Central,S. Hentges,Left,Away,Progressive Field,Mid-Afternoon,60,Clear,B. Miller,3,2,4,Curveball,80.1,1,3,2,1,Ball,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
36,Indians,AL Central,S. Hentges,Left,Away,Progressive Field,Mid-Afternoon,60,Clear,B. Miller,3,2,5,Fastball,93.3,2,3,3,1,Double,Centre field,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,
36,Indians,AL Central,N. Wittgren,Right,Away,Progressive Field,Mid-Afternoon,60,Clear,B. Miller,5,3,1,Fastball,92.6,0,0,0,0,Ball,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
36,Indians,AL Central,N. Wittgren,Right,Away,Progressive Field,Mid-Afternoon,60,Clear,B. Miller,5,3,2,Changeup,86.8,0,0,1,0,Called Strike,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
36,Indians,AL Central,N. Wittgren,Right,Away,Progressive Field,Mid-Afternoon,60,Clear,B. Miller,5,3,3,Fastball,93.2,1,1,1,1,Called Strike,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,
36,Indians,AL Central,N. Wittgren,Right,Away,Progressive Field,Mid-Afternoon,60,Clear,B. Miller,5,3,4,Changeup,87.4,1,1,1,2,Foul,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
36,Indians,AL Central,N. Wittgren,Right,Away,Progressive Field,Mid-Afternoon,60,Clear,B. Miller,5,3,5,Changeup,87.4,2,2,1,2,Ball,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,
36,Indians,AL Central,N. Wittgren,Right,Away,Progressive Field,Mid-Afternoon,60,Clear,B. Miller,5,3,6,Fastball,93.1,2,2,2,2,Called Strike out,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,
37,Marlins,NL East,S. Alcantara,Right,Home,Sahlen Field,Night,70,Partly Cloudy,D. Merzel,1,1,1,Slider,86.8,0,0,0,0,Ball,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
37,Marlins,NL East,S. Alcantara,Right,Home,Sahlen Field,Night,70,Partly Cloudy,D. Merzel,1,1,2,Slider,88.4,1,1,1,0,Swinging strike,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,
